dummy,climateID,weatherID,jday,date,hour,Srad,wind,RH,rain,tmax,tmin,temperature,CO2
PF,PF_NE2022,PF_NE2022,100,4/10/2022,22,0,,,0,,,5.84,
PF,PF_NE2022,PF_NE2022,100,4/10/2022,23,0,,,0,,,4.83,
PF,PF_NE2022,PF_NE2022,101,4/11/2022,0,0,,,0,,,3.83,
PF,PF_NE2022,PF_NE2022,101,4/11/2022,1,0,,,0,,,2.99,
PF,PF_NE2022,PF_NE2022,101,4/11/2022,2,0,,,0,,,2.16,
PF,PF_NE2022,PF_NE2022,101,4/11/2022,3,0,,,0,,,1.32,
PF,PF_NE2022,PF_NE2022,101,4/11/2022,4,0,,,0,,,0.89,
PF,PF_NE2022,PF_NE2022,101,4/11/2022,5,0,,,0,,,0.46,
PF,PF_NE2022,PF_NE2022,101,4/11/2022,6,0,,,0,,,0.04,
PF,PF_NE2022,PF_NE2022,101,4/11/2022,7,0.3777408,,,0,,,2.31,
PF,PF_NE2022,PF_NE2022,101,4/11/2022,8,0.8989272,,,0,,,4.58,
PF,PF_NE2022,PF_NE2022,101,4/11/2022,9,1.4182992,,,0,,,6.85,
PF,PF_NE2022,PF_NE2022,101,4/11/2022,10,1.9347732,,,0,,,9.22,
PF,PF_NE2022,PF_NE2022,101,4/11/2022,11,2.3782644,,,0,,,11.59,
PF,PF_NE2022,PF_NE2022,101,4/11/2022,12,2.8395432,,,0,,,13.95,
PF,PF_NE2022,PF_NE2022,101,4/11/2022,13,2.81862,,,0,,,15.24,
PF,PF_NE2022,PF_NE2022,101,4/11/2022,14,2.6864064,,,0,,,16.53,
PF,PF_NE2022,PF_NE2022,101,4/11/2022,15,2.2943016,,,0,,,17.82,
PF,PF_NE2022,PF_NE2022,101,4/11/2022,16,1.8145584,,,0,,,17.4,
PF,PF_NE2022,PF_NE2022,101,4/11/2022,17,1.2277584,,,0,,,16.97,
PF,PF_NE2022,PF_NE2022,101,4/11/2022,18,0.515808,,,0,,,16.54,
PF,PF_NE2022,PF_NE2022,101,4/11/2022,19,0.1023264,,,0,,,15.03,
PF,PF_NE2022,PF_NE2022,101,4/11/2022,20,0,,,0,,,13.52,
PF,PF_NE2022,PF_NE2022,101,4/11/2022,21,0,,,0,,,12,
PF,PF_NE2022,PF_NE2022,101,4/11/2022,22,0,,,0,,,11.05,
PF,PF_NE2022,PF_NE2022,101,4/11/2022,23,0,,,0,,,10.09,
PF,PF_NE2022,PF_NE2022,102,4/12/2022,0,0,,,0,,,9.13,
PF,PF_NE2022,PF_NE2022,102,4/12/2022,1,0,,,0,,,8.33,
PF,PF_NE2022,PF_NE2022,102,4/12/2022,2,0,,,0,,,7.54,
PF,PF_NE2022,PF_NE2022,102,4/12/2022,3,0,,,0,,,6.74,
PF,PF_NE2022,PF_NE2022,102,4/12/2022,4,0,,,0,,,6.31,
PF,PF_NE2022,PF_NE2022,102,4/12/2022,5,0,,,0,,,5.88,
PF,PF_NE2022,PF_NE2022,102,4/12/2022,6,0,,,0,,,5.45,
PF,PF_NE2022,PF_NE2022,102,4/12/2022,7,0.434304,,,0,,,7.42,
PF,PF_NE2022,PF_NE2022,102,4/12/2022,8,1.0117044,,,0,,,9.4,
PF,PF_NE2022,PF_NE2022,102,4/12/2022,9,1.4581116,,,0,,,11.38,
PF,PF_NE2022,PF_NE2022,102,4/12/2022,10,1.984176,,,0,,,14.93,
